Algorithm,InputSize,Time
heap_sort,4,0.05
heap_sort,8,0.04
heap_sort,16,0.04
heap_sort,32,0.04
heap_sort,64,0.04
heap_sort,128,0.04
heap_sort,256,0.04
heap_sort,512,0.04
heap_sort,1024,0.05
heap_sort,2048,0.04
heap_sort,4096,0.05
heap_sort,8192,0.05
heap_sort,16384,0.05
heap_sort,32768,0.07
heap_sort,65536,0.08
